dataset,rec_id,subject,chan,split,n_tokens,path
pn2018,tr08-0266,tr08-0266,C3-M2,train,282300,/data/gen/tokens/pn2018/tr08-0266__C3-M2.npy
pn2018,tr08-0266,tr08-0266,C4-M1,train,282300,/data/gen/tokens/pn2018/tr08-0266__C4-M1.npy
pn2018,tr08-0266,tr08-0266,O1-M2,train,282300,/data/gen/tokens/pn2018/tr08-0266__O1-M2.npy
pn2018,tr08-0266,tr08-0266,O2-M1,train,282300,/data/gen/tokens/pn2018/tr08-0266__O2-M1.npy
pn2018,tr08-0256,tr08-0256,F3-M2,train,287700,/data/gen/tokens/pn2018/tr08-0256__F3-M2.npy
pn2018,tr08-0256,tr08-0256,F4-M1,train,287700,/data/gen/tokens/pn2018/tr08-0256__F4-M1.npy
pn2018,tr08-0256,tr08-0256,C3-M2,train,287700,/data/gen/tokens/pn2018/tr08-0256__C3-M2.npy
pn2018,tr08-0256,tr08-0256,C4-M1,train,287700,/data/gen/tokens/pn2018/tr08-0256__C4-M1.npy
pn2018,tr08-0256,tr08-0256,O1-M2,train,287700,/data/gen/tokens/pn2018/tr08-0256__O1-M2.npy
pn2018,tr08-0256,tr08-0256,O2-M1,train,287700,/data/gen/tokens/pn2018/tr08-0256__O2-M1.npy
pn2018,tr08-0303,tr08-0303,F3-M2,train,238500,/data/gen/tokens/pn2018/tr08-0303__F3-M2.npy
pn2018,tr08-0303,tr08-0303,F4-M1,train,238500,/data/gen/tokens/pn2018/tr08-0303__F4-M1.npy
pn2018,tr08-0303,tr08-0303,C3-M2,train,238500,/data/gen/tokens/pn2018/tr08-0303__C3-M2.npy
pn2018,tr08-0303,tr08-0303,C4-M1,train,238500,/data/gen/tokens/pn2018/tr08-0303__C4-M1.npy
pn2018,tr08-0303,tr08-0303,O1-M2,train,238500,/data/gen/tokens/pn2018/tr08-0303__O1-M2.npy
pn2018,tr08-0303,tr08-0303,O2-M1,train,238500,/data/gen/tokens/pn2018/tr08-0303__O2-M1.npy
pn2018,tr08-0287,tr08-0287,F3-M2,train,262200,/data/gen/tokens/pn2018/tr08-0287__F3-M2.npy
pn2018,tr08-0287,tr08-0287,F4-M1,train,262200,/data/gen/tokens/pn2018/tr08-0287__F4-M1.npy
pn2018,tr08-0287,tr08-0287,C3-M2,train,262200,/data/gen/tokens/pn2018/tr08-0287__C3-M2.npy
pn2018,tr08-0287,tr08-0287,C4-M1,train,262200,/data/gen/tokens/pn2018/tr08-0287__C4-M1.npy
pn2018,tr08-0287,tr08-0287,O1-M2,train,262200,/data/gen/tokens/pn2018/tr08-0287__O1-M2.npy
pn2018,tr08-0287,tr08-0287,O2-M1,train,262200,/data/gen/tokens/pn2018/tr08-0287__O2-M1.npy
pn2018,tr08-0280,tr08-0280,F3-M2,train,276300,/data/gen/tokens/pn2018/tr08-0280__F3-M2.npy
pn2018,tr08-0280,tr08-0280,F4-M1,train,276300,/data/gen/tokens/pn2018/tr08-0280__F4-M1.npy
pn2018,tr08-0280,tr08-0280,C3-M2,train,276300,/data/gen/tokens/pn2018/tr08-0280__C3-M2.npy
pn2018,tr08-0280,tr08-0280,C4-M1,train,276300,/data/gen/tokens/pn2018/tr08-0280__C4-M1.npy
pn2018,tr08-0280,tr08-0280,O1-M2,train,276300,/data/gen/tokens/pn2018/tr08-0280__O1-M2.npy
pn2018,tr08-0280,tr08-0280,O2-M1,train,276300,/data/gen/tokens/pn2018/tr08-0280__O2-M1.npy
pn2018,tr08-0310,tr08-0310,F3-M2,heldout,241200,/data/gen/tokens/pn2018/tr08-0310__F3-M2.npy
pn2018,tr08-0310,tr08-0310,F4-M1,heldout,241200,/data/gen/tokens/pn2018/tr08-0310__F4-M1.npy
pn2018,tr08-0310,tr08-0310,C3-M2,heldout,241200,/data/gen/tokens/pn2018/tr08-0310__C3-M2.npy
pn2018,tr08-0310,tr08-0310,C4-M1,heldout,241200,/data/gen/tokens/pn2018/tr08-0310__C4-M1.npy
pn2018,tr08-0310,tr08-0310,O1-M2,heldout,241200,/data/gen/tokens/pn2018/tr08-0310__O1-M2.npy
pn2018,tr08-0310,tr08-0310,O2-M1,heldout,241200,/data/gen/tokens/pn2018/tr08-0310__O2-M1.npy
pn2018,tr08-0295,tr08-0295,F3-M2,train,268800,/data/gen/tokens/pn2018/tr08-0295__F3-M2.npy
pn2018,tr08-0295,tr08-0295,F4-M1,train,268800,/data/gen/tokens/pn2018/tr08-0295__F4-M1.npy
pn2018,tr08-0295,tr08-0295,C3-M2,train,268800,/data/gen/tokens/pn2018/tr08-0295__C3-M2.npy
pn2018,tr08-0295,tr08-0295,C4-M1,train,268800,/data/gen/tokens/pn2018/tr08-0295__C4-M1.npy
pn2018,tr08-0295,tr08-0295,O1-M2,train,268800,/data/gen/tokens/pn2018/tr08-0295__O1-M2.npy
pn2018,tr08-0295,tr08-0295,O2-M1,train,268800,/data/gen/tokens/pn2018/tr08-0295__O2-M1.npy
pn2018,tr08-0314,tr08-0314,F3-M2,train,257700,/data/gen/tokens/pn2018/tr08-0314__F3-M2.npy
pn2018,tr08-0314,tr08-0314,F4-M1,train,257700,/data/gen/tokens/pn2018/tr08-0314__F4-M1.npy
pn2018,tr08-0314,tr08-0314,C3-M2,train,257700,/data/gen/tokens/pn2018/tr08-0314__C3-M2.npy
pn2018,tr08-0314,tr08-0314,C4-M1,train,257700,/data/gen/tokens/pn2018/tr08-0314__C4-M1.npy
pn2018,tr08-0314,tr08-0314,O1-M2,train,257700,/data/gen/tokens/pn2018/tr08-0314__O1-M2.npy
pn2018,tr08-0314,tr08-0314,O2-M1,train,257700,/data/gen/tokens/pn2018/tr08-0314__O2-M1.npy
pn2018,tr08-0315,tr08-0315,F3-M2,train,289800,/data/gen/tokens/pn2018/tr08-0315__F3-M2.npy
pn2018,tr08-0315,tr08-0315,F4-M1,train,289800,/data/gen/tokens/pn2018/tr08-0315__F4-M1.npy
pn2018,tr08-0315,tr08-0315,C3-M2,train,289800,/data/gen/tokens/pn2018/tr08-0315__C3-M2.npy
pn2018,tr08-0315,tr08-0315,C4-M1,train,289800,/data/gen/tokens/pn2018/tr08-0315__C4-M1.npy
pn2018,tr08-0315,tr08-0315,O1-M2,train,289800,/data/gen/tokens/pn2018/tr08-0315__O1-M2.npy
pn2018,tr08-0315,tr08-0315,O2-M1,train,289800,/data/gen/tokens/pn2018/tr08-0315__O2-M1.npy
pn2018,tr08-0351,tr08-0351,F3-M2,train,288000,/data/gen/tokens/pn2018/tr08-0351__F3-M2.npy
pn2018,tr08-0351,tr08-0351,F4-M1,train,288000,/data/gen/tokens/pn2018/tr08-0351__F4-M1.npy
pn2018,tr08-0351,tr08-0351,C3-M2,train,288000,/data/gen/tokens/pn2018/tr08-0351__C3-M2.npy
pn2018,tr08-0351,tr08-0351,C4-M1,train,288000,/data/gen/tokens/pn2018/tr08-0351__C4-M1.npy
pn2018,tr08-0351,tr08-0351,O1-M2,train,288000,/data/gen/tokens/pn2018/tr08-0351__O1-M2.npy
pn2018,tr08-0351,tr08-0351,O2-M1,train,288000,/data/gen/tokens/pn2018/tr08-0351__O2-M1.npy
pn2018,tr08-0336,tr08-0336,F3-M2,train,283200,/data/gen/tokens/pn2018/tr08-0336__F3-M2.npy
pn2018,tr08-0336,tr08-0336,F4-M1,train,283200,/data/gen/tokens/pn2018/tr08-0336__F4-M1.npy
pn2018,tr08-0336,tr08-0336,C3-M2,train,283200,/data/gen/tokens/pn2018/tr08-0336__C3-M2.npy
pn2018,tr08-0336,tr08-0336,C4-M1,train,283200,/data/gen/tokens/pn2018/tr08-0336__C4-M1.npy
pn2018,tr08-0336,tr08-0336,O1-M2,train,283200,/data/gen/tokens/pn2018/tr08-0336__O1-M2.npy
pn2018,tr08-0336,tr08-0336,O2-M1,train,283200,/data/gen/tokens/pn2018/tr08-0336__O2-M1.npy
pn2018,tr08-0353,tr08-0353,F3-M2,train,289200,/data/gen/tokens/pn2018/tr08-0353__F3-M2.npy
pn2018,tr08-0353,tr08-0353,F4-M1,train,289200,/data/gen/tokens/pn2018/tr08-0353__F4-M1.npy
pn2018,tr08-0353,tr08-0353,C3-M2,train,289200,/data/gen/tokens/pn2018/tr08-0353__C3-M2.npy
pn2018,tr08-0353,tr08-0353,C4-M1,train,289200,/data/gen/tokens/pn2018/tr08-0353__C4-M1.npy
pn2018,tr08-0353,tr08-0353,O1-M2,train,289200,/data/gen/tokens/pn2018/tr08-0353__O1-M2.npy
pn2018,tr08-0353,tr08-0353,O2-M1,train,289200,/data/gen/tokens/pn2018/tr08-0353__O2-M1.npy
pn2018,tr08-0347,tr08-0347,F3-M2,train,285600,/data/gen/tokens/pn2018/tr08-0347__F3-M2.npy
pn2018,tr08-0347,tr08-0347,F4-M1,train,285600,/data/gen/tokens/pn2018/tr08-0347__F4-M1.npy
pn2018,tr08-0347,tr08-0347,C3-M2,train,285600,/data/gen/tokens/pn2018/tr08-0347__C3-M2.npy
pn2018,tr08-0347,tr08-0347,C4-M1,train,285600,/data/gen/tokens/pn2018/tr08-0347__C4-M1.npy
pn2018,tr08-0347,tr08-0347,O1-M2,train,285600,/data/gen/tokens/pn2018/tr08-0347__O1-M2.npy
pn2018,tr08-0347,tr08-0347,O2-M1,train,285600,/data/gen/tokens/pn2018/tr08-0347__O2-M1.npy
pn2018,tr08-0348,tr08-0348,F3-M2,train,292800,/data/gen/tokens/pn2018/tr08-0348__F3-M2.npy
pn2018,tr08-0348,tr08-0348,F4-M1,train,292800,/data/gen/tokens/pn2018/tr08-0348__F4-M1.npy
pn2018,tr08-0348,tr08-0348,C3-M2,train,292800,/data/gen/tokens/pn2018/tr08-0348__C3-M2.npy
pn2018,tr08-0348,tr08-0348,C4-M1,train,292800,/data/gen/tokens/pn2018/tr08-0348__C4-M1.npy
pn2018,tr08-0348,tr08-0348,O1-M2,train,292800,/data/gen/tokens/pn2018/tr08-0348__O1-M2.npy
pn2018,tr08-0348,tr08-0348,O2-M1,train,292800,/data/gen/tokens/pn2018/tr08-0348__O2-M1.npy
pn2018,tr08-0356,tr08-0356,F3-M2,train,248700,/data/gen/tokens/pn2018/tr08-0356__F3-M2.npy
pn2018,tr08-0356,tr08-0356,F4-M1,train,248700,/data/gen/tokens/pn2018/tr08-0356__F4-M1.npy
pn2018,tr08-0356,tr08-0356,C3-M2,train,248700,/data/gen/tokens/pn2018/tr08-0356__C3-M2.npy
pn2018,tr08-0356,tr08-0356,C4-M1,train,248700,/data/gen/tokens/pn2018/tr08-0356__C4-M1.npy
pn2018,tr08-0356,tr08-0356,O1-M2,train,248700,/data/gen/tokens/pn2018/tr08-0356__O1-M2.npy
pn2018,tr08-0356,tr08-0356,O2-M1,train,248700,/data/gen/tokens/pn2018/tr08-0356__O2-M1.npy
pn2018,tr09-0040,tr09-0040,F3-M2,train,254400,/data/gen/tokens/pn2018/tr09-0040__F3-M2.npy
pn2018,tr09-0040,tr09-0040,F4-M1,train,254400,/data/gen/tokens/pn2018/tr09-0040__F4-M1.npy
pn2018,tr09-0040,tr09-0040,C3-M2,train,254400,/data/gen/tokens/pn2018/tr09-0040__C3-M2.npy
pn2018,tr09-0040,tr09-0040,C4-M1,train,254400,/data/gen/tokens/pn2018/tr09-0040__C4-M1.npy
pn2018,tr09-0040,tr09-0040,O1-M2,train,254400,/data/gen/tokens/pn2018/tr09-0040__O1-M2.npy
pn2018,tr09-0040,tr09-0040,O2-M1,train,254400,/data/gen/tokens/pn2018/tr09-0040__O2-M1.npy
pn2018,tr09-0044,tr09-0044,F3-M2,train,342000,/data/gen/tokens/pn2018/tr09-0044__F3-M2.npy
pn2018,tr09-0044,tr09-0044,F4-M1,train,342000,/data/gen/tokens/pn2018/tr09-0044__F4-M1.npy
pn2018,tr09-0044,tr09-0044,C3-M2,train,342000,/data/gen/tokens/pn2018/tr09-0044__C3-M2.npy
pn2018,tr09-0044,tr09-0044,C4-M1,train,342000,/data/gen/tokens/pn2018/tr09-0044__C4-M1.npy
pn2018,tr09-0044,tr09-0044,O1-M2,train,342000,/data/gen/tokens/pn2018/tr09-0044__O1-M2.npy
pn2018,tr09-0044,tr09-0044,O2-M1,train,342000,/data/gen/tokens/pn2018/tr09-0044__O2-M1.npy
pn2018,tr09-0065,tr09-0065,F3-M2,train,246300,/data/gen/tokens/pn2018/tr09-0065__F3-M2.npy
pn2018,tr09-0065,tr09-0065,F4-M1,train,246300,/data/gen/tokens/pn2018/tr09-0065__F4-M1.npy
pn2018,tr09-0065,tr09-0065,C3-M2,train,246300,/data/gen/tokens/pn2018/tr09-0065__C3-M2.npy
pn2018,tr09-0065,tr09-0065,C4-M1,train,246300,/data/gen/tokens/pn2018/tr09-0065__C4-M1.npy
pn2018,tr09-0065,tr09-0065,O1-M2,train,246300,/data/gen/tokens/pn2018/tr09-0065__O1-M2.npy
pn2018,tr09-0065,tr09-0065,O2-M1,train,246300,/data/gen/tokens/pn2018/tr09-0065__O2-M1.npy
pn2018,tr09-0051,tr09-0051,F3-M2,train,263100,/data/gen/tokens/pn2018/tr09-0051__F3-M2.npy
pn2018,tr09-0051,tr09-0051,F4-M1,train,263100,/data/gen/tokens/pn2018/tr09-0051__F4-M1.npy
pn2018,tr09-0051,tr09-0051,C3-M2,train,263100,/data/gen/tokens/pn2018/tr09-0051__C3-M2.npy
pn2018,tr09-0051,tr09-0051,C4-M1,train,263100,/data/gen/tokens/pn2018/tr09-0051__C4-M1.npy
pn2018,tr09-0051,tr09-0051,O1-M2,train,263100,/data/gen/tokens/pn2018/tr09-0051__O1-M2.npy
pn2018,tr09-0051,tr09-0051,O2-M1,train,263100,/data/gen/tokens/pn2018/tr09-0051__O2-M1.npy
pn2018,tr09-0050,tr09-0050,F3-M2,train,277500,/data/gen/tokens/pn2018/tr09-0050__F3-M2.npy
pn2018,tr09-0050,tr09-0050,F4-M1,train,277500,/data/gen/tokens/pn2018/tr09-0050__F4-M1.npy
pn2018,tr09-0050,tr09-0050,C3-M2,train,277500,/data/gen/tokens/pn2018/tr09-0050__C3-M2.npy
pn2018,tr09-0050,tr09-0050,C4-M1,train,277500,/data/gen/tokens/pn2018/tr09-0050__C4-M1.npy
pn2018,tr09-0050,tr09-0050,O1-M2,train,277500,/data/gen/tokens/pn2018/tr09-0050__O1-M2.npy
pn2018,tr09-0050,tr09-0050,O2-M1,train,277500,/data/gen/tokens/pn2018/tr09-0050__O2-M1.npy
pn2018,tr09-0049,tr09-0049,F3-M2,train,289500,/data/gen/tokens/pn2018/tr09-0049__F3-M2.npy
pn2018,tr09-0049,tr09-0049,F4-M1,train,289500,/data/gen/tokens/pn2018/tr09-0049__F4-M1.npy
pn2018,tr09-0049,tr09-0049,C3-M2,train,289500,/data/gen/tokens/pn2018/tr09-0049__C3-M2.npy
pn2018,tr09-0049,tr09-0049,C4-M1,train,289500,/data/gen/tokens/pn2018/tr09-0049__C4-M1.npy
pn2018,tr09-0049,tr09-0049,O1-M2,train,289500,/data/gen/tokens/pn2018/tr09-0049__O1-M2.npy
pn2018,tr09-0049,tr09-0049,O2-M1,train,289500,/data/gen/tokens/pn2018/tr09-0049__O2-M1.npy
pn2018,tr09-0070,tr09-0070,F3-M2,train,243600,/data/gen/tokens/pn2018/tr09-0070__F3-M2.npy
pn2018,tr09-0070,tr09-0070,F4-M1,train,243600,/data/gen/tokens/pn2018/tr09-0070__F4-M1.npy
pn2018,tr09-0070,tr09-0070,C3-M2,train,243600,/data/gen/tokens/pn2018/tr09-0070__C3-M2.npy
pn2018,tr09-0070,tr09-0070,C4-M1,train,243600,/data/gen/tokens/pn2018/tr09-0070__C4-M1.npy
pn2018,tr09-0070,tr09-0070,O1-M2,train,243600,/data/gen/tokens/pn2018/tr09-0070__O1-M2.npy
pn2018,tr09-0070,tr09-0070,O2-M1,train,243600,/data/gen/tokens/pn2018/tr09-0070__O2-M1.npy
pn2018,tr09-0068,tr09-0068,F3-M2,train,269700,/data/gen/tokens/pn2018/tr09-0068__F3-M2.npy
pn2018,tr09-0068,tr09-0068,F4-M1,train,269700,/data/gen/tokens/pn2018/tr09-0068__F4-M1.npy
pn2018,tr09-0068,tr09-0068,C3-M2,train,269700,/data/gen/tokens/pn2018/tr09-0068__C3-M2.npy
pn2018,tr09-0068,tr09-0068,C4-M1,train,269700,/data/gen/tokens/pn2018/tr09-0068__C4-M1.npy
pn2018,tr09-0068,tr09-0068,O1-M2,train,269700,/data/gen/tokens/pn2018/tr09-0068__O1-M2.npy
pn2018,tr09-0068,tr09-0068,O2-M1,train,269700,/data/gen/tokens/pn2018/tr09-0068__O2-M1.npy
pn2018,tr09-0082,tr09-0082,F3-M2,train,248100,/data/gen/tokens/pn2018/tr09-0082__F3-M2.npy
pn2018,tr09-0082,tr09-0082,F4-M1,train,248100,/data/gen/tokens/pn2018/tr09-0082__F4-M1.npy
pn2018,tr09-0082,tr09-0082,C3-M2,train,248100,/data/gen/tokens/pn2018/tr09-0082__C3-M2.npy
pn2018,tr09-0082,tr09-0082,C4-M1,train,248100,/data/gen/tokens/pn2018/tr09-0082__C4-M1.npy
pn2018,tr09-0082,tr09-0082,O1-M2,train,248100,/data/gen/tokens/pn2018/tr09-0082__O1-M2.npy
pn2018,tr09-0082,tr09-0082,O2-M1,train,248100,/data/gen/tokens/pn2018/tr09-0082__O2-M1.npy
pn2018,tr09-0086,tr09-0086,F3-M2,train,255900,/data/gen/tokens/pn2018/tr09-0086__F3-M2.npy
pn2018,tr09-0086,tr09-0086,F4-M1,train,255900,/data/gen/tokens/pn2018/tr09-0086__F4-M1.npy
pn2018,tr09-0086,tr09-0086,C3-M2,train,255900,/data/gen/tokens/pn2018/tr09-0086__C3-M2.npy
pn2018,tr09-0086,tr09-0086,C4-M1,train,255900,/data/gen/tokens/pn2018/tr09-0086__C4-M1.npy
pn2018,tr09-0086,tr09-0086,O1-M2,train,255900,/data/gen/tokens/pn2018/tr09-0086__O1-M2.npy
pn2018,tr09-0086,tr09-0086,O2-M1,train,255900,/data/gen/tokens/pn2018/tr09-0086__O2-M1.npy
pn2018,tr09-0129,tr09-0129,F3-M2,train,251700,/data/gen/tokens/pn2018/tr09-0129__F3-M2.npy
pn2018,tr09-0129,tr09-0129,F4-M1,train,251700,/data/gen/tokens/pn2018/tr09-0129__F4-M1.npy
pn2018,tr09-0129,tr09-0129,C3-M2,train,251700,/data/gen/tokens/pn2018/tr09-0129__C3-M2.npy
pn2018,tr09-0129,tr09-0129,C4-M1,train,251700,/data/gen/tokens/pn2018/tr09-0129__C4-M1.npy
pn2018,tr09-0129,tr09-0129,O1-M2,train,251700,/data/gen/tokens/pn2018/tr09-0129__O1-M2.npy
pn2018,tr09-0129,tr09-0129,O2-M1,train,251700,/data/gen/tokens/pn2018/tr09-0129__O2-M1.npy
pn2018,tr09-0205,tr09-0205,F3-M2,train,253500,/data/gen/tokens/pn2018/tr09-0205__F3-M2.npy
pn2018,tr09-0205,tr09-0205,F4-M1,train,253500,/data/gen/tokens/pn2018/tr09-0205__F4-M1.npy
pn2018,tr09-0205,tr09-0205,C3-M2,train,253500,/data/gen/tokens/pn2018/tr09-0205__C3-M2.npy
pn2018,tr09-0205,tr09-0205,C4-M1,train,253500,/data/gen/tokens/pn2018/tr09-0205__C4-M1.npy
pn2018,tr09-0205,tr09-0205,O1-M2,train,253500,/data/gen/tokens/pn2018/tr09-0205__O1-M2.npy
pn2018,tr09-0205,tr09-0205,O2-M1,train,253500,/data/gen/tokens/pn2018/tr09-0205__O2-M1.npy
pn2018,tr09-0122,tr09-0122,F3-M2,train,288000,/data/gen/tokens/pn2018/tr09-0122__F3-M2.npy
pn2018,tr09-0122,tr09-0122,F4-M1,train,288000,/data/gen/tokens/pn2018/tr09-0122__F4-M1.npy
pn2018,tr09-0122,tr09-0122,C3-M2,train,288000,/data/gen/tokens/pn2018/tr09-0122__C3-M2.npy
pn2018,tr09-0122,tr09-0122,C4-M1,train,288000,/data/gen/tokens/pn2018/tr09-0122__C4-M1.npy
pn2018,tr09-0122,tr09-0122,O1-M2,train,288000,/data/gen/tokens/pn2018/tr09-0122__O1-M2.npy
pn2018,tr09-0122,tr09-0122,O2-M1,train,288000,/data/gen/tokens/pn2018/tr09-0122__O2-M1.npy
pn2018,tr09-0159,tr09-0159,F3-M2,train,307500,/data/gen/tokens/pn2018/tr09-0159__F3-M2.npy
pn2018,tr09-0159,tr09-0159,F4-M1,train,307500,/data/gen/tokens/pn2018/tr09-0159__F4-M1.npy
pn2018,tr09-0159,tr09-0159,C3-M2,train,307500,/data/gen/tokens/pn2018/tr09-0159__C3-M2.npy
pn2018,tr09-0159,tr09-0159,C4-M1,train,307500,/data/gen/tokens/pn2018/tr09-0159__C4-M1.npy
pn2018,tr09-0159,tr09-0159,O1-M2,train,307500,/data/gen/tokens/pn2018/tr09-0159__O1-M2.npy
pn2018,tr09-0159,tr09-0159,O2-M1,train,307500,/data/gen/tokens/pn2018/tr09-0159__O2-M1.npy
pn2018,tr09-0175,tr09-0175,F3-M2,train,301800,/data/gen/tokens/pn2018/tr09-0175__F3-M2.npy
pn2018,tr09-0175,tr09-0175,F4-M1,train,301800,/data/gen/tokens/pn2018/tr09-0175__F4-M1.npy
pn2018,tr09-0175,tr09-0175,C3-M2,train,301800,/data/gen/tokens/pn2018/tr09-0175__C3-M2.npy
pn2018,tr09-0175,tr09-0175,C4-M1,train,301800,/data/gen/tokens/pn2018/tr09-0175__C4-M1.npy
pn2018,tr09-0175,tr09-0175,O1-M2,train,301800,/data/gen/tokens/pn2018/tr09-0175__O1-M2.npy
pn2018,tr09-0175,tr09-0175,O2-M1,train,301800,/data/gen/tokens/pn2018/tr09-0175__O2-M1.npy
pn2018,tr09-0186,tr09-0186,F3-M2,heldout,293100,/data/gen/tokens/pn2018/tr09-0186__F3-M2.npy
pn2018,tr09-0186,tr09-0186,F4-M1,heldout,293100,/data/gen/tokens/pn2018/tr09-0186__F4-M1.npy
pn2018,tr09-0186,tr09-0186,C3-M2,heldout,293100,/data/gen/tokens/pn2018/tr09-0186__C3-M2.npy
pn2018,tr09-0186,tr09-0186,C4-M1,heldout,293100,/data/gen/tokens/pn2018/tr09-0186__C4-M1.npy
pn2018,tr09-0186,tr09-0186,O1-M2,heldout,293100,/data/gen/tokens/pn2018/tr09-0186__O1-M2.npy
pn2018,tr09-0186,tr09-0186,O2-M1,heldout,293100,/data/gen/tokens/pn2018/tr09-0186__O2-M1.npy
pn2018,tr09-0237,tr09-0237,F3-M2,train,287400,/data/gen/tokens/pn2018/tr09-0237__F3-M2.npy
pn2018,tr09-0237,tr09-0237,F4-M1,train,287400,/data/gen/tokens/pn2018/tr09-0237__F4-M1.npy
pn2018,tr09-0237,tr09-0237,C3-M2,train,287400,/data/gen/tokens/pn2018/tr09-0237__C3-M2.npy
pn2018,tr09-0237,tr09-0237,C4-M1,train,287400,/data/gen/tokens/pn2018/tr09-0237__C4-M1.npy
pn2018,tr09-0237,tr09-0237,O1-M2,train,287400,/data/gen/tokens/pn2018/tr09-0237__O1-M2.npy
pn2018,tr09-0237,tr09-0237,O2-M1,train,287400,/data/gen/tokens/pn2018/tr09-0237__O2-M1.npy
pn2018,tr09-0217,tr09-0217,F3-M2,train,287100,/data/gen/tokens/pn2018/tr09-0217__F3-M2.npy
pn2018,tr09-0217,tr09-0217,F4-M1,train,287100,/data/gen/tokens/pn2018/tr09-0217__F4-M1.npy
pn2018,tr09-0217,tr09-0217,C3-M2,train,287100,/data/gen/tokens/pn2018/tr09-0217__C3-M2.npy
pn2018,tr09-0217,tr09-0217,C4-M1,train,287100,/data/gen/tokens/pn2018/tr09-0217__C4-M1.npy
pn2018,tr09-0217,tr09-0217,O1-M2,train,287100,/data/gen/tokens/pn2018/tr09-0217__O1-M2.npy
pn2018,tr09-0217,tr09-0217,O2-M1,train,287100,/data/gen/tokens/pn2018/tr09-0217__O2-M1.npy
pn2018,tr09-0220,tr09-0220,F3-M2,train,300000,/data/gen/tokens/pn2018/tr09-0220__F3-M2.npy
pn2018,tr09-0220,tr09-0220,F4-M1,train,300000,/data/gen/tokens/pn2018/tr09-0220__F4-M1.npy
pn2018,tr09-0220,tr09-0220,C3-M2,train,300000,/data/gen/tokens/pn2018/tr09-0220__C3-M2.npy
pn2018,tr09-0220,tr09-0220,C4-M1,train,300000,/data/gen/tokens/pn2018/tr09-0220__C4-M1.npy
pn2018,tr09-0220,tr09-0220,O1-M2,train,300000,/data/gen/tokens/pn2018/tr09-0220__O1-M2.npy
pn2018,tr09-0220,tr09-0220,O2-M1,train,300000,/data/gen/tokens/pn2018/tr09-0220__O2-M1.npy
pn2018,tr09-0246,tr09-0246,F3-M2,train,230100,/data/gen/tokens/pn2018/tr09-0246__F3-M2.npy
pn2018,tr09-0246,tr09-0246,F4-M1,train,230100,/data/gen/tokens/pn2018/tr09-0246__F4-M1.npy
pn2018,tr09-0246,tr09-0246,C3-M2,train,230100,/data/gen/tokens/pn2018/tr09-0246__C3-M2.npy
pn2018,tr09-0246,tr09-0246,C4-M1,train,230100,/data/gen/tokens/pn2018/tr09-0246__C4-M1.npy
pn2018,tr09-0246,tr09-0246,O1-M2,train,230100,/data/gen/tokens/pn2018/tr09-0246__O1-M2.npy
pn2018,tr09-0246,tr09-0246,O2-M1,train,230100,/data/gen/tokens/pn2018/tr09-0246__O2-M1.npy
pn2018,tr09-0328,tr09-0328,F3-M2,train,249600,/data/gen/tokens/pn2018/tr09-0328__F3-M2.npy
pn2018,tr09-0328,tr09-0328,F4-M1,train,249600,/data/gen/tokens/pn2018/tr09-0328__F4-M1.npy
pn2018,tr09-0328,tr09-0328,C3-M2,train,249600,/data/gen/tokens/pn2018/tr09-0328__C3-M2.npy
pn2018,tr09-0328,tr09-0328,C4-M1,train,249600,/data/gen/tokens/pn2018/tr09-0328__C4-M1.npy
pn2018,tr09-0328,tr09-0328,O1-M2,train,249600,/data/gen/tokens/pn2018/tr09-0328__O1-M2.npy
pn2018,tr09-0328,tr09-0328,O2-M1,train,249600,/data/gen/tokens/pn2018/tr09-0328__O2-M1.npy
pn2018,tr09-0296,tr09-0296,F3-M2,heldout,297000,/data/gen/tokens/pn2018/tr09-0296__F3-M2.npy
pn2018,tr09-0296,tr09-0296,F4-M1,heldout,297000,/data/gen/tokens/pn2018/tr09-0296__F4-M1.npy
pn2018,tr09-0296,tr09-0296,C3-M2,heldout,297000,/data/gen/tokens/pn2018/tr09-0296__C3-M2.npy
pn2018,tr09-0296,tr09-0296,C4-M1,heldout,297000,/data/gen/tokens/pn2018/tr09-0296__C4-M1.npy
pn2018,tr09-0296,tr09-0296,O1-M2,heldout,297000,/data/gen/tokens/pn2018/tr09-0296__O1-M2.npy
pn2018,tr09-0296,tr09-0296,O2-M1,heldout,297000,/data/gen/tokens/pn2018/tr09-0296__O2-M1.npy
pn2018,tr09-0331,tr09-0331,F3-M2,train,275400,/data/gen/tokens/pn2018/tr09-0331__F3-M2.npy
pn2018,tr09-0331,tr09-0331,F4-M1,train,275400,/data/gen/tokens/pn2018/tr09-0331__F4-M1.npy
pn2018,tr09-0331,tr09-0331,C3-M2,train,275400,/data/gen/tokens/pn2018/tr09-0331__C3-M2.npy
pn2018,tr09-0331,tr09-0331,C4-M1,train,275400,/data/gen/tokens/pn2018/tr09-0331__C4-M1.npy
pn2018,tr09-0331,tr09-0331,O1-M2,train,275400,/data/gen/tokens/pn2018/tr09-0331__O1-M2.npy
pn2018,tr09-0331,tr09-0331,O2-M1,train,275400,/data/gen/tokens/pn2018/tr09-0331__O2-M1.npy
pn2018,tr09-0334,tr09-0334,F3-M2,train,265800,/data/gen/tokens/pn2018/tr09-0334__F3-M2.npy
pn2018,tr09-0334,tr09-0334,F4-M1,train,265800,/data/gen/tokens/pn2018/tr09-0334__F4-M1.npy
